,CUQAM,DNQDD,GJJHK,GOKXL,GOOBU,KZKKE,LAYPA,OJOBU,QOQTS,UAGPU,UKPGS,VKWQH,VVTVA,ZMNYA,ZOWMK
0,Public,Public,Public,Public,Public,Public,Public,Public,Public,Public,Public,Public,Public,Public,Public
